product_name,price,ratings,last_month_purchases,incomplete_data
Electronic Music Anthology: Trip Hop Sessions / Various,28.73,No Rating,0,False
African Electronic Music 1975-1982,31.98,4.6,0,False
N/A,109.99,4.4,10000,False
N/A,19.99,4.6,10000,False
N/A,29.0,4.7,10000,False
N/A,99.99,4.4,10000,False
N/A,89.99,4.5,10000,False
N/A,349.0,4.8,0,False
N/A,319.99,4.4,30000,False
N/A,69.99,4.4,7000,False
N/A,89.99,4.5,10000,False
N/A,30.99,4.5,10000,False
N/A,139.99,4.4,10000,False
N/A,99.99,4.5,10000,False
N/A,44.99,4.4,10000,False
N/A,13.99,4.4,50000,False
N/A,439.99,4.4,4000,False
N/A,12.98,4.3,10000,False
"e.l.f. Glow Reviver Lip Oil, Nourishing Tinted Lip Oil For A High-shine Finish, Infused With Jojoba Oil, Vegan & Cruelty-free, Rose Envy",8.0,4.6,40000,False
"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",16.0,4.6,20000,False
"Paris Hilton Mini Refrigerator and Personal Beauty Fridge, Mirrored Door with Dimmable LED Light, Thermoelectric Cooling and Warming Function for All Cosmetics and Skincare Needs, 4-Liter, Pink",39.99,4.0,20000,False
"Beauty of Joseon Revive Eye Serum with Retinal Niacinamide Correction for Puffy Eye Bags Fine Lines Dark Circles Wrinkles, Korean Skin Care 30ml, 1 fl.oz",14.5,4.3,50000,False
"eos 24H Moisture Travel Body Lotion- Vanilla Cashmere, Travel Size Essential, Toiletries, Mini Body Lotion, 2.5 fl oz",3.99,4.7,40000,False
"Under Eye Patches - 30 Pairs - 24K Gold Eye Mask- Puffy Eyes & Dark Circles Treatments,Reduce Under Eye Bags and Smooth Wrinkles,Eye Skin Care Pads With Collagen",9.99,4.1,80000,False
"Kitsch Satin Hair Scrunchies for Women, Softer Than Silk Scrunchies for Hair, Satin Scrunchies for Girls, Satin Hair Ties for Women, Silk Hair Ties No Damage, Silk Ponytail Holders, 5 pcs (Cameo)",7.99,4.6,10000,False
"Burt's Bees Christmas Gifts, 5 Stocking Stuffers Products, Everyday Essentials Set - Original Beeswax Lip Balm, Deep Cleansing Cream, Hand Salve, Body Lotion & Coconut Foot Cream, Travel Size",15.99,4.7,100000,False
Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,130.99,4.2,10000,False
"COSRX Snail Mucin 96% Power Face Serum 3.38 fl oz 100ml, Hydrating Serum for Face, Self Care, Glow Skin under Makeup, Korean Skin Care, Korean Beauty",20.0,4.6,100000,False
"grace & stella Under Eye Mask - Christmas Gifts for Women, Christmas Gifts for Mom - Reduce Dark Circles, Puffy Eyes, Undereye Bags, Wrinkles - Gel Under Eye Patches - Vegan (24 Pairs, Gold)",21.95,4.3,80000,False
SOL DE JANEIRO Jet Set,32.0,4.6,100000,False
"Makeup Sponge Set BS-MALL Blender Sponges 7 Pcs for Liquid, Cream, and Powder, Multi-colored with 1 Mini Makeup Sponge Pink (A-Pink）",8.95,4.6,30000,False
BS-MALL Makeup Brush Set 18 Pcs Premium Synthetic Foundation Powder Concealers Eye shadows Blush Makeup Brushes with black case,14.99,4.6,70000,False
"Pimple Patches for Face, Hydrocolloid Acne Patches, Cute Star Zit Covers, Colorful Spot Stickers with Tea Tree, Salicylic Acid & Cica Oil| 3 Sizes (10mm, 12mm & 14mm) |200 Count",9.99,4.4,50000,False
"Rotating Makeup Organizer, DIY 8 Adjustable Layers Spinning Skincare Organizer, Cosmetic Display Case with Brush Holder Perfume Tray, Multi-Function Storage Carousel for Vanity Bathroom Countertop",17.99,4.4,40000,False
"Beauty of Joseon Glow Serum Propolis and Niacinamide Hydrating Facial Soothing Moisturizer for Irritated Uneven Skin Tone, Korean Skin Care 30ml, 1 fl.oz",14.45,4.5,30000,False
SHEGLAM Color Bloom Liquid Blush Makeup for Cheeks Matte Finish - Love Cake,5.94,4.5,10000,False
"e.l.f. Power Grip Primer, Gel-Based & Hydrating Face Primer For Smoothing Skin & Gripping Makeup, Moisturizes & Primes, 0.811 Fl Oz (24 ml.)",10.0,4.6,60000,False
"e.l.f. SKIN Holy Hydration! Hydrated Ever After Skincare Mini Kit, Cleanser, Makeup Remover, Moisturiser & Eye Cream For Hydrating Skin, Airplane-Friendly Sizes",20.0,4.5,80000,False
"Tree Hut Cotton Candy Shea Sugar Scrub, 510 Grams",7.97,4.7,10000,False
"Shower Steamers Aromatherapy - Relaxation Gifts for Women, Shower Bombs, Unique Spa Gifts Shower Tablets, Stocking Stuffers for Women & Men (Variety Pack Scent 8PC)",16.99,4.2,3000,False
"OLLY Undeniable Beauty Gummy, For Hair, Skin, Nails, Biotin, Vitamin C, Keratin, Chewable Supplement, Grapefruit, 30 Day Supply - 60 Count",12.88,4.5,20000,False
Beauty And The Beast [DVD],9.38,4.8,300000000,False
"LANEIGE Lip Glowy Balm Stocking Stuffer: Hydrate, Glossy, Lightweight, Moisturize & Tint with Shea Butter",19.0,4.7,30000,False
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 Oz",5.0,4.3,70000,False
"BAIMEI IcyMe Gua Sha & Jade Roller Facial Tools Face Roller and Gua Sha Set for Puffiness and Redness Reducing Skin Care Routine, Self Care Gift for Men Women - Green",7.49,4.5,40000,False
"AOA Studio Collection makeup Sponge Set Latex Free and High-definition Set of 6 makeup Wonder blender For Powder Cream and Liquid, Super Soft Wonder Beauty Cosmetic",9.95,4.7,50000,False
"essence Lash Princess Mascara Set | 4 Vegan & Cruelty-Free Mascaras | False Lash Effect, Waterproof, Primer, Curl & Volume | Stocking Stuffer for Beauty Lovers",14.99,4.6,30000,False
"Kitsch Spray Bottle for Hair - Continuous Water Mister with Ultra Fine Mist for Hairstyling, Barbers, Salons, Cleaning, Plants, Versatile Spray Bottles - Made from Recycled Plastic - Terracotta, 5 oz",7.19,4.1,30000,False
Beauty and the Billionaire: Bali,3.99,2.8,0,False
"LANEIGE Lip Sleeping Mask Stocking Stuffer: Nourish, Hydrate, Vitamin C, Murumuru & Shea Butter, Antioxidants, Flaky, Dry Lips",21.0,4.6,10000,False
The Science of Beauty: Debunk the Myths and Discover What Goes into Your Beauty Routine (Dk),19.54,4.8,0,False
"Marc Jacobs 4 Pieces for Women Mini Gift Set, 0.55 Ounce",54.95,4.5,10000,False
"Kitsch Dermaplaning Tool - Face Razors for Women and Men, Eyebrow Trimmer & Face Shaver for Women, Facial Hair Removal for Women and Men, Dermaplane Razor for Women Face, 12 pc (Terracotta)",8.99,4.3,30000,False
"Nature Republic HONEY MELTING LIP (02 FIG) SOFT LIP STICK, korean lip, Lip Gloss, Glow lip, glossy, lip balm, lip crayon, jelly gloss, lip pen, tint gloss, sheer lip, korean make up",8.5,4.3,8000,False
Eyelash Comb Separator MSQ Eyelash Mascara Brush and Comb Lash Separator With Comb Cover Arc Designed Cosmetic Brushes Tool Pink (1PCS),4.99,4.3,6000,False
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter, Bronzing Drops For a Sun-Kissed Glow, 903 Medium",13.98,4.5,50000,False
Mini Brands Ulta Beauty Series 1,19.99,4.2,9000,False
"HEETA Shampoo Scalp Brush Massager Hair Growth, Scalp Scrubber with Soft Silicone Bristles for Hair Growth & Dandruff Removal, Hair Brush for Scalp Exfoliator, Cherry Pink",8.99,4.6,6000,False
"Victoria's Secret Bare Vanilla Body Mist, Body Spray for Women (8.4 oz)",18.8,4.6,70000,False
"GLO24K Red Light Beauty Device for Face and Neck. Based on Triple Action L E D, Thermal, and Vibration Technologies.",89.65,4.4,10000,False
"Hair Straightener Brush, TYMO Ring Hair Straightener Comb Straightening Brush for Women with 5 Temps 20s Fast Heating & Dual Voltage, Black",37.49,4.3,50000,False
"Ulta Beauty Gift Card, Multipack of 3",45.0,4.5,0,False
"BEAKEY Makeup Brushes Set, Professional Foundation Eyeshadow Concealer Blush Powder Bronzer Applicator, 2 Blender Sponge wit Beauty Paper Case, Gifts for Women Christmas Stocking Stuffers for Adults",14.95,4.4,60000,False
essence | Lash Princess False Lash Effect Mascara | Volumizing & Lengthening | Cruelty Free & Paraben Free,4.99,4.3,100000,False
"NYX PROFESSIONAL MAKEUP Fat Oil Lip Drip, Moisturizing, Shiny and Vegan Tinted Lip Gloss - Missed Call (Sheer Pink)",8.97,4.5,30000,False
"COSRX All About Snail Mucin Korean Skin Care Set, Mini Travel Essentials, Travel Size Gift Set with Snail Mucin Face Wash, Serum, Moisturizer & Eye Cream, Rejuvenating Kit",20.99,4.5,30000,False
"Real Techniques Miracle Complexion Sponge, Beauty Sponge For Makeup Blending & Foundation Application, Full Coverage, Streak-Free Professional Makeup Tool, Cruelty Free, Vegan, Latex Free, 2 Count",7.69,4.7,7000,False
"Sacheu Lip Liner Stay-N - Peel Off Lip Liner Tattoo, Peel Off Lip Stain, Long Lasting Lip Stain Peel Off, Infused with Hyaluronic Acid & Vitamin E, For All Skin Types, p-INKED",12.0,3.7,40000,False
"Maybelline Lash Sensational Sky High Washable Mascara Makeup, Volumizing, Lengthening, Defining, Curling, Multiplying, Buildable Formula, Blackest Black, 1 Count",8.32,4.5,80000,False
Rare Beauty Limited Edition Mini Blush & Luminize Trio - Beloved - Virtue - Enliven - New In Box,39.0,4.0,1000,False
"Good Molecules Yerba Mate Wake Up Eye Gel - Yerba Mate, Hyaluronic Acid and Caffeine to Hydrate, Minimize Puffiness and Swelling - Skincare for Face",5.98,4.2,50000,False
"Makeup Mirror Vanity Mirror with Lights, 2X 3X 10X Magnification, Lighted Makeup Mirror, Touch Control, Trifold Makeup Mirror, Dual Power Supply, Portable LED Makeup Mirror, Women Gift (White)",33.99,4.4,70000,False
DERMAL 16 Combo Pack A Collagen Essence Korean Face Mask - Hydrating & Soothing Facial Mask with Panthenol - Hypoallergenic Self Care Sheet Mask for All Skin Types - Natural Home Spa Treatment Masks,11.99,4.5,20000,False
Underworld Beauty,31.85,4.1,50000000,False
"Medicube Age-R Booster Pro | 6-in-1 Real Glass Glow Device | Looking Glass Skin with Enhanced Absorption, Radiance, Elasticity,Pore Care | LED Anti-Wrinkle Device | Korean Skin Care",228.0,4.0,30000,False
"ZealSea Face Masks Skincare, Facial Masks for Women Skin Care, Sheet Masks Beauty with Natural Ingredients, Birthday Party Spa Gift for Kids Teens Girls, Hydrate and Soothe for All Skin Types 7 Pack",14.99,4.6,80000,False
"COSRX Snail Mucin Sheet Mask 10 EA with Snail Mucin Serum, Self Care, Face Masks for Dry, Sensitive Skin, Not Tested on Animals, No Parabens, No Sulfates, Korean Skin Care",20.99,4.6,40000,False
"Facial Massager for Face and Neck, Red-Light-Therapy-for-Face and Neck, Face culpting Wand with 7 Color, at-Home Face Tool for Skin Care (Pink)",54.99,4.4,10000,False
"OUAI Jingle All The OUAI Travel Size Gift Set - Travel Size Hair & Body Care Set - Includes Detox Shampoo, Deluxe Anti Frizz Cream, Leave In Conditioner, Scalp & Body Scrub (4 Count)",42.0,4.2,4000,False
"Eakroo 6 Colors Lip Tint Stain Mini Liquid Lipstick, Korean Lip Gloss Moisturizing Natural, Multi-Use Lip and Cheek Tint, Non-Stick Cup, Lightweight, High Pigment, Long-Lasting, Vivid Color",11.99,4.0,10000,False
"Tanning Lotion Self Tanner - With Natural and Organic Ingredients Non Toxic Sunless Browning Lotion - Best Gradual Tan Lotion for Men and Women, Fair to Medium",35.99,4.3,3000,False
Ulta Beauty Gift Card,25.0,4.6,0,False
A Very Merry Beauty Salon,2.99,4.6,0,False
"COVERGIRL Clean Fresh Yummy Gloss – Lip Gloss, Sheer, Natural Scents, Vegan Formula - Let’s Get Fizzical",8.77,4.6,4000,False
"Bath and Body Gift Basket For Women and Men – 9 Piece Set of Vanilla Coconut Home Spa Set, Includes Fragrant Lotions, Extra Large Bath Bombs, Coconut Oil, Luxurious Bath Towel & More",35.99,4.5,30000,False
Saie Mini Glowy Super Gel Lightweight Illuminator - Luminizer + Makeup Primer for Glowing Skin - Enriched with Vitamin C + Hydrating Squalane Oil - Travel Size Holiday Gifts - Starglow (0.5 oz),16.0,4.4,5000,False
Beauty: A Retelling of the Story of Beauty and the Beast,0.0,4.5,0,False
Ulta Beauty eGift Card,15.0,4.9,0,False
"Light Based Face-Neck-Massager - 7 Color Portable Facial Massager for Skin Care, Rose Gold",39.99,4.5,7000,False
SOL DE JANEIRO Brazilian Bum Bum Cream,24.0,4.5,30000,False
"grace & stella Award Winning Dew-Tox & Chill Skincare Gift Set - Christmas Stocking Stuffer with Gold Eye Masks, Hyaluronic Acid Serum & Rose Spray - Birthday Gifts for Women, Teens, Mom, Brides",11.65,4.7,5000,False
Real Perfection Makeup Brush Set 16 Pcs with 1 Eyebrow Razor Premium Synthetic Foundation Powder Concealers Eyeshadow Blush Makeup Brushes Make up Brushes Kit (Pink),14.99,4.5,30000,False
"BEAKEY Makeup Sponge 5 Pcs Set, Latex-Free Boun Boun Beauty Sponge for Blending, Makeup Sponges for Foundation Liquid Cream and Powder. Blender for Enhanced Make Up Application, Gift for Women",9.95,4.6,50000,False
"Catrice | Under Eye Brightener | Conceal & Brighten Dark Circles | With Hyaluronic Acid & Shea Butter | Vegan, Cruelty Free & Paraben Free (010 | Light Rose)",6.0,4.2,70000,False
"Mario Badescu Facial Spray with Aloe, Herbs and Rose Water for All Skin Types, Face Mist that Hydrates, Rejuvenates & Clarifies",8.0,4.5,20000,False
Michael Todd Beauty - Sonicsmooth – SONIC Technology Dermaplaning Tool - 2 in 1 Women’s Facial Exfoliation & Peach Fuzz Hair Removal System with 8 Weeks of Safety Edges,121.0,4.2,4000,False
"COSRX Snail Mucin 92% Moisturizer, Daily Repair Face Gel Cream Tube Type for Dry, Sensitive Skin, Not Tested on Animals, No Parabens, No Sulfates, No Phthalates, Korean Skin Care (7.05Fl Oz / 200g)",23.0,4.6,70000,False
Rare Beauty by Selena Gomez Soft Pinch Liquid Blush Bliss,23.0,4.3,1000,False
Sleeping Beauty [Blu-ray],9.95,4.8,200000000,False
Ulta Beauty eGift Card,15.0,4.9,0,False
"LANEIGE Water Bank Blue Hyaluronic Moisturizer: Barrier-Boosting Hydration, Squalane, Ceramide, Dermatologist-tested",43.0,4.5,2000,False
"e.l.f. Liquid Metallic Eyeshadow, Gel Formula, Multi-Dimensional Finish For Bold Eye Looks, One-Swipe Coverage, Vegan & Cruelty-Free, Moon, 0.1 Fl Oz",5.5,4.3,10000,False
"Vitafusion Multivitamin Plus Beauty – 2-in-1 Benefits – Adult Gummy with Hair, Skin & Nails Support (Biotin & Retinol – Vitamin A RAE) Daily, 90 Count",35.49,4.6,700000000,False
"Freeman 14 Piece Love To Mask Variety Pack, Face Masks For All Skin Types, Hydrate, Detoxify, & Clear Skin, Exfoliating Scrub, Bonus Headband & Skin Buffer, Stocking Stuffer, Cruelty-Free & Vegan",12.99,4.6,10000,False
"SpaLife Softening Care Foot Sockies (8-Pack) - Spearmint & Tea Tree Oil, Exfoliating Pack for Healthy Feet, Intensive Repair, Callus Remover Sockies, Dry Skin Solution, Moisturizing Foot Treatment",19.99,4.5,8000,False
"Self Tanner Drops for Face Tanner, Sunless Tan, Body & Face Self Tanner Drops, Face Tanning Drops to Make Self Tanner Face Self Tanning Lotion, Tan Drops for Face Tan",31.99,4.3,2000,False
"Dove Lotion, Beauty Cream - Light, Fast-Absorbing Face and Body Cream for Normal to Dry Skin, 24-Hour Moisture, Luxuriously Scented Face Cream, Hand & Body Lotion, Travel Size, 2.53 Fl Oz (Pack of 4)",4.76,4.7,50000000,False
"Mighty Patch™ Original patch from Hero Cosmetics - Hydrocolloid Acne Pimple Patch for Covering Zits and Blemishes in Face and Skin, Vegan-friendly and Not Tested on Animals (36 Count)",12.99,4.6,100000,False
MAREE Collagen Face Mask with Hyaluronic Acid - Sheet Face Masks Skincare with Green & Red Algae Extract for All Skin Types - Hydrating Facial Mask Skin For Women Care Mascarillas Faciales - 6 Pack,19.95,4.5,10000,False
Elizavecca cer-100 collagen coating hair protein treatment 100ml,8.4,4.4,50000,False
TATCHA The Dewy Skin Cream: Rich Cream to Hydrate,72.0,4.6,30000,False
BS-MALL Travel Makeup Brush Set Foundation Powder Concealers Eye Shadows Makeup Set with LED light Mirror 14 Pcs Mini Makeup Brushes (APINK),19.99,4.3,10000,False
BS-MALL Travel Makeup Brush Set Foundation Powder Concealers Eye Shadows Makeup Set with LED light Mirror 14 Pcs Mini Makeup Brushes (APINK),19.99,4.3,10000,False
"e.l.f. SKIN Holy Hydration! Jet Set Hydration Kit, Travel Friendly Hydrating Skincare Set, Face Cleanser, Balm, Moisturizer, Eye Cream & Night Cream, Vegan & Cruelty-Free",17.0,4.6,20000,False
"Honest Beauty 2-in-1 Extreme Length Clean Mascara + Lash Primer | Lengthening + Volumizing | EWG Verified + Cruelty Free | Black, .27 fl oz",19.59,4.1,10000,False
Finishing Touch Flawless Facial Hair Remover for Women,19.88,4.4,40000,False
First Aid Beauty Ultra Repair Cream 14 oz jar,43.0,4.6,1000,False
NuDerma Portable Handheld Skin Therapy Wand Machine w/Neon – Anti-Aging - Skin Tightening - Wrinkle Reducing - Dark Circles – Clarifying - Hair & Scalp Stimulator,69.95,4.4,20000,False
LAURA GELLER NEW YORK Award-Winning Baked Balance-n-Brighten Color Correcting Powder Foundation - Light - Buildable Light to Medium Coverage - Demi-Matte Natural Finish,33.9,4.1,40000,False
"COSRX Propolis Ampoule, Glow Boosting Serum for Face with 73.5% Propolis Extract, 1.01fl.oz/30ml, Hydrating Essence for Sensitive Skin, Fine Lines, Uneven Skintone, Korean Skincare",20.5,4.5,10000,False
Beauty And The Beast,13.85,4.8,500000000,False
"SpaLife Cooling Eye Pads - Korean Soothing Eye Pads for Dark Circles, Puffy Eyes, and Wrinkles - 48 Pads with Fruit + Vegetable Extracts - Revitalizing Hydrating Eye Pads for Eye Treatment (Cucumber)",14.99,4.3,5000,False
"Epielle Animal Character Sheet Masks | Korean Beauty Masks for All Skin Types | Pack of 6 | Kids Face Mask, Birthday Party Gift, Girls' Night, Spa Day, Spa Night | Korean Skincare",13.95,4.6,6000,False
"e.l.f. Squeeze Me Lip Balm, Moisturizing Lip Balm For A Sheer Tint Of Color, Infused With Hyaluronic Acid, Vegan & Cruelty-free, Strawberry",4.0,4.5,60000,False
"COSRX Glass Skin Starter Set, Amazon Exclusive, Advanced Snail 96% Mucin Power Essence & Retinol 0.1% Cream Mini Sample, Daily Hydrating & Firming Korean Skin Care Kit, Gift Set",29.99,4.5,20000,False
"First Aid Beauty - KP Bump Eraser Body Scrub with 10% AHA, Keratosis Pilaris Skin Exfoliater with Glycolic and Lactic acids, Helps Reduce Chicken Skin Bumps, Safe for Sensitive Skin, 10 oz",34.0,4.4,5000,False
Beauty: A Very Short Introduction,0.0,4.6,0,False
"Disney Store Official Princess Classic Doll (Belle from Beauty and The Beast), 11 Inches, Includes Brush with Molded Details, Posable Toy in Classic Outfit Princess Toys for Girls",19.99,4.8,2000,False
"Victoria's Secret Fragrance Mist Collection 4 Piece Mini Mist Gift Set, Assorted Scents, Gift Set for Women",35.0,4.6,20000,False
"Under Eye Patches, 40 Pairs Eye Mask for Dark Circles, Puffy Eyes, Undereye Bags,Wrinkles,Eye Mask Patches with 24K Gold, Hyaluronic Acid,Rose & Aloe Vera, Eye Treatment Skin Care for Men & Women Gift",9.99,4.5,40000,False
"grace & stella Award Winning Hyaluronic Acid Serum (50ml/1.7 fl oz) Hyaluronic Acid Serum for Face - Acido Hialuronico Face Serum for Women - Hydrating Serum Remove Fine Lines, Wrinkles - Anti Aging",19.95,4.5,10000,False
Sleeping Beauty (Two-Disc Platinum Edition),17.95,4.8,50000000,False
Gift Set for Women Body & Earth Gifts for Women Lavender Gift Baskets For Women Bath Sets for Women Gift with Bubble Bath Body Lotion Scented Candle Christmas Gifts for Women Bath Gifts for Women,26.99,4.6,10000,False
"Maybelline Lifter Gloss, Hydrating Lip Gloss with Hyaluronic Acid, Ice, Pink Neutral, 0.18 Ounce",8.57,4.5,6000,False
"Clean Skin Club Clean Towels XL™, 100% USDA Biobased Face Towel, Disposable Face Towelette, Makeup Remover Dry Wipes, Ultra Soft, 50 Ct, 1 Pack",17.95,4.7,100000,False
COSLUS Facial Cleansing Brush Silicone Face Scrubber: 7 in 1 FBS-D Electric Exfoliating Rotating Massage Device Waterproof Deep Cleaning Exfoliation Spa Machine - Electronic Skin Care Wash System,19.99,4.3,4000,False
Meaningful Beauty Youth Activating Melon Serum,76.0,4.5,1000,False
"Medicube Zero Pore Pads 2.0, Dual-Textured Facial Toner Pads for Exfoliation and Pore Care with 4.5% AHA Lactic Acid & 0.45% BHA Salicylic Acid, Ideal for All Skin Types, Korean Skin Care (70 Pads)",17.9,4.5,80000,False
"grace & stella Under Eye Patches for Puffy Eyes and Dark Circles (Retinol, 24 Pairs) Restoring Gel Under Eye Masks with Hyaluronic Acid - Vegan Cruelty-Free Skincare Birthday Gifts for Women",14.95,4.3,20000,False
"e.l.f. Hydrating Core Lip Shine, Conditioning & Nourishing Lip Balm, Sheer Color Tinted Chapstick, Ecstatic, 0.09 Oz",7.0,4.3,10000,False
"SimplyVital Collagen, Retinol & Hyaluronic Acid Cream - Anti-Aging Face Moisturizer for Face, Neck & Décolleté - Made in USA, Daily Moisturizer Face Cream - 1.7 fl.oz.",22.89,4.3,80000,False
"Peach & Lily - Glass Skin Discovery Kit (4 Products) - Cleanser, Essence, Serum, & Cream - Facial Skincare Set - Acne Routine - Trial & Travel Size - Vegan, Gluten Free, & Cruelty Free - Korean Beauty",27.3,4.4,8000,False
American Beauty,9.99,4.6,100000000,False
Victoria's Secret Bombshell Fine Fragrance 8.4oz Mist,24.47,4.5,10000,False
"Kitsch Rosemary Oil for Healthy Scalp, Pre Wash Scalp & Hair Oil Infused with Biotin, Hair Strengthening Treatment, Nourishing & Volumizing in Recycled Bottle, 60 mL",18.99,4.3,7000,False
"Burt's Bees Stocking Stuffers, In Full Bloom Lip Balm Set, Original Beeswax, Dragonfruit Lemon, Tropical Pineapple & Strawberry, Natural Origin Lip Treatment Christmas Gifts (4-Pack)",11.99,4.8,0,False
"Marc Anthony Leave-In Conditioner Spray & Detangler, Grow Long Biotin - Anti-Frizz Deep Conditioner For Split Ends & Breakage - Vitamin E, Caffeine & Ginseng for Curly, Dry & Damaged Hair",7.67,4.4,40000,False
DERMAL 24 Combo Pack A Collagen Essence Korean Face Mask - Hydrating & Soothing Facial Mask with Panthenol - Hypoallergenic Self Care Sheet Mask for All Skin Types - Natural Home Spa Treatment Mask,16.99,4.6,20000,False
