customer_id,product_category,purchase_amount,timestamp,date,purchase_diff,month_year,year,matched_product,price_variation
C003,Home Appliances,723.19,2023-05-18 02:57:14,2023-05-18,16.0,2023-05,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",530.74
C003,Home Appliances,948.56,2023-07-13 18:49:03,2023-07-13,56.0,2023-07,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",756.1099999999999
C003,Toys,421.5,2023-07-21 09:32:50,2023-07-21,7.0,2023-07,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",397.51
C003,Home Appliances,189.93,2023-08-22 10:59:41,2023-08-22,32.0,2023-08,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",-2.519999999999982
C003,Sports,521.94,2024-03-06 20:24:18,2024-03-06,197.0,2024-03,2024,Franklin Sports Spin N Putt Golf Game,474.26000000000005
C003,Sports,726.22,2024-04-06 14:15:04,2024-04-06,30.0,2024-04,2024,Franklin Sports Spin N Putt Golf Game,678.5400000000001
C003,Sports,239.29,2024-06-14 13:51:49,2024-06-14,68.0,2024-06,2024,Franklin Sports Spin N Putt Golf Game,191.60999999999999
C003,Clothing,423.69,2024-07-11 17:10:42,2024-07-11,27.0,2024-07,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,399.7
C003,Electronics,169.68,2024-08-02 22:53:40,2024-08-02,22.0,2024-08,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),165.69
C003,Electronics,111.74,2024-11-19 00:49:52,2024-11-19,108.0,2024-11,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),107.75
C003,Toys,567.53,2024-11-22 19:18:10,2024-11-22,3.0,2024-11,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",543.54
C004,Clothing,673.18,2023-01-26 03:40:18,2023-01-26,,2023-01,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,649.1899999999999
C004,Clothing,72.53,2023-03-06 12:21:11,2023-03-06,39.0,2023-03,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,48.540000000000006
C004,Toys,35.81,2023-03-29 16:40:02,2023-03-29,23.0,2023-03,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",11.820000000000004
C004,Home Appliances,660.3,2023-05-26 16:26:35,2023-05-26,57.0,2023-05,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",467.84999999999997
C004,Beauty,522.21,2023-06-30 02:37:08,2023-06-30,34.0,2023-06,2023,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",506.21000000000004
C004,Sports,538.2,2023-08-16 03:48:51,2023-08-16,47.0,2023-08,2023,Franklin Sports Spin N Putt Golf Game,490.52000000000004
C004,Electronics,468.22,2024-04-15 09:00:47,2024-04-15,243.0,2024-04,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),464.23
C004,Sports,69.86,2024-05-16 01:57:48,2024-05-16,30.0,2024-05,2024,Franklin Sports Spin N Putt Golf Game,22.18
C004,Clothing,191.56,2024-07-28 18:53:54,2024-07-28,73.0,2024-07,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,167.57
C004,Home Appliances,746.98,2024-08-24 01:11:01,2024-08-24,26.0,2024-08,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",554.53
C004,Beauty,779.78,2024-10-13 11:07:17,2024-10-13,50.0,2024-10,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",763.78
C005,Beauty,255.98,2023-03-04 11:24:35,2023-03-04,,2023-03,2023,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",239.98
C005,Home Appliances,121.43,2023-03-05 14:33:42,2023-03-05,1.0,2023-03,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",-71.01999999999998
C005,Clothing,539.37,2023-04-06 03:01:56,2023-04-06,31.0,2023-04,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,515.38
C005,Clothing,438.89,2023-06-29 08:48:15,2023-06-29,84.0,2023-06,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,414.9
C005,Clothing,113.77,2023-07-01 08:56:35,2023-07-01,2.0,2023-07,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,89.78
C005,Beauty,910.89,2023-07-12 03:46:43,2023-07-12,10.0,2023-07,2023,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",894.89
C005,Sports,370.34,2023-12-26 01:50:14,2023-12-26,166.0,2023-12,2023,Franklin Sports Spin N Putt Golf Game,322.65999999999997
C005,Electronics,946.72,2024-06-01 23:34:28,2024-06-01,158.0,2024-06,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),942.73
C005,Clothing,296.58,2024-06-18 04:08:27,2024-06-18,16.0,2024-06,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,272.59
C005,Home Appliances,47.38,2024-10-23 01:44:54,2024-10-23,126.0,2024-10,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",-145.07
C006,Electronics,89.73,2023-03-17 20:27:26,2023-03-17,,2023-03,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),85.74000000000001
C006,Toys,964.61,2023-04-20 15:28:13,2023-04-20,33.0,2023-04,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",940.62
C006,Clothing,730.1,2023-05-12 01:56:33,2023-05-12,21.0,2023-05,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,706.11
C006,Beauty,318.34,2023-07-23 13:01:12,2023-07-23,72.0,2023-07,2023,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",302.34
C006,Toys,722.85,2023-09-01 04:51:29,2023-09-01,39.0,2023-09,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",698.86
C006,Toys,954.51,2023-10-01 21:59:47,2023-10-01,30.0,2023-10,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",930.52
C006,Beauty,465.35,2023-12-01 13:15:27,2023-12-01,60.0,2023-12,2023,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",449.35
C006,Books,795.65,2023-12-09 23:55:48,2023-12-09,8.0,2023-12,2023,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,664.66
C006,Electronics,486.72,2023-12-27 23:50:21,2023-12-27,17.0,2023-12,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),482.73
C006,Toys,246.55,2024-01-11 07:45:26,2024-01-11,14.0,2024-01,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",222.56
C006,Clothing,940.25,2024-04-05 10:10:01,2024-04-05,85.0,2024-04,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,916.26
C006,Sports,728.19,2024-04-21 09:19:28,2024-04-21,15.0,2024-04,2024,Franklin Sports Spin N Putt Golf Game,680.5100000000001
C006,Clothing,250.11,2024-07-24 08:55:39,2024-07-24,93.0,2024-07,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,226.12
C006,Home Appliances,719.99,2024-11-21 09:14:43,2024-11-21,120.0,2024-11,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",527.54
C007,Electronics,164.52,2023-01-14 21:33:32,2023-01-14,,2023-01,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),160.53
C007,Electronics,100.29,2023-05-04 12:18:46,2023-05-04,109.0,2023-05,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),96.30000000000001
C007,Toys,454.09,2023-05-22 06:59:05,2023-05-22,17.0,2023-05,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",430.09999999999997
C007,Home Appliances,616.21,2023-06-19 06:51:15,2023-06-19,27.0,2023-06,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",423.76000000000005
C007,Electronics,158.27,2023-11-19 04:15:19,2023-11-19,152.0,2023-11,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),154.28
C007,Sports,860.49,2023-11-24 08:46:04,2023-11-24,5.0,2023-11,2023,Franklin Sports Spin N Putt Golf Game,812.8100000000001
C007,Sports,940.95,2023-11-26 23:22:33,2023-11-26,2.0,2023-11,2023,Franklin Sports Spin N Putt Golf Game,893.2700000000001
C007,Clothing,928.66,2023-12-16 22:01:21,2023-12-16,19.0,2023-12,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,904.67
C007,Books,184.08,2024-04-09 04:56:58,2024-04-09,114.0,2024-04,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,53.09
C007,Electronics,680.22,2024-05-10 06:03:08,2024-05-10,31.0,2024-05,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),676.23
C007,Clothing,668.97,2024-05-22 18:44:01,2024-05-22,12.0,2024-05,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,644.98
C007,Home Appliances,406.86,2024-09-12 15:59:20,2024-09-12,112.0,2024-09,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",214.41000000000003
C007,Toys,146.89,2024-10-13 04:31:14,2024-10-13,30.0,2024-10,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",122.89999999999999
C008,Sports,637.39,2023-03-27 21:21:24,2023-03-27,,2023-03,2023,Franklin Sports Spin N Putt Golf Game,589.71
C008,Toys,182.32,2023-06-30 22:32:35,2023-06-30,95.0,2023-06,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",158.32999999999998
C008,Home Appliances,878.74,2023-08-05 12:52:28,2023-08-05,35.0,2023-08,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",686.29
C008,Home Appliances,153.57,2023-08-14 04:12:31,2023-08-14,8.0,2023-08,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",-38.879999999999995
C008,Toys,301.51,2023-10-14 17:24:04,2023-10-14,61.0,2023-10,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",277.52
C008,Toys,953.24,2023-12-04 03:26:49,2023-12-04,50.0,2023-12,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",929.25
C008,Sports,437.38,2023-12-14 00:25:46,2023-12-14,9.0,2023-12,2023,Franklin Sports Spin N Putt Golf Game,389.7
C008,Toys,998.86,2023-12-20 13:42:57,2023-12-20,6.0,2023-12,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",974.87
C008,Clothing,681.3,2024-01-09 13:53:00,2024-01-09,20.0,2024-01,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,657.31
C008,Beauty,50.48,2024-02-18 16:31:32,2024-02-18,40.0,2024-02,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",34.48
C008,Toys,218.42,2024-02-25 05:05:47,2024-02-25,6.0,2024-02,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",194.42999999999998
C008,Home Appliances,153.57,2024-04-08 03:23:29,2024-04-08,42.0,2024-04,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",-38.879999999999995
C008,Sports,742.09,2024-04-30 18:46:52,2024-04-30,22.0,2024-04,2024,Franklin Sports Spin N Putt Golf Game,694.4100000000001
C008,Home Appliances,21.07,2024-07-09 23:15:55,2024-07-09,70.0,2024-07,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",-171.38
C008,Home Appliances,265.47,2024-08-19 19:19:39,2024-08-19,40.0,2024-08,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",73.02000000000004
C008,Electronics,679.78,2024-10-18 06:50:27,2024-10-18,59.0,2024-10,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),675.79
C008,Sports,595.96,2024-12-11 19:39:43,2024-12-11,54.0,2024-12,2024,Franklin Sports Spin N Putt Golf Game,548.2800000000001
C009,Electronics,517.69,2023-01-06 14:13:03,2023-01-06,,2023-01,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),513.7
C009,Books,504.49,2023-02-09 03:35:13,2023-02-09,33.0,2023-02,2023,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,373.5
C009,Toys,902.41,2023-02-17 12:23:16,2023-02-17,8.0,2023-02,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",878.42
C009,Electronics,171.07,2023-04-10 03:04:21,2023-04-10,51.0,2023-04,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),167.07999999999998
C009,Sports,378.95,2023-05-16 19:06:58,2023-05-16,36.0,2023-05,2023,Franklin Sports Spin N Putt Golf Game,331.27
C009,Toys,829.14,2023-08-07 11:39:08,2023-08-07,82.0,2023-08,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",805.15
C009,Clothing,943.48,2023-11-07 05:45:43,2023-11-07,91.0,2023-11,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,919.49
C009,Beauty,122.14,2023-11-23 10:23:30,2023-11-23,16.0,2023-11,2023,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",106.14
C009,Beauty,373.76,2024-01-10 01:50:24,2024-01-10,47.0,2024-01,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",357.76
C009,Toys,933.27,2024-05-01 18:20:13,2024-05-01,112.0,2024-05,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",909.28
C009,Home Appliances,259.34,2024-07-05 01:47:01,2024-07-05,64.0,2024-07,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",66.88999999999999
C009,Sports,847.72,2024-12-19 11:14:22,2024-12-19,167.0,2024-12,2024,Franklin Sports Spin N Putt Golf Game,800.0400000000001
C010,Beauty,400.42,2023-01-25 08:51:51,2023-01-25,,2023-01,2023,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",384.42
C010,Toys,836.34,2023-05-01 18:48:52,2023-05-01,96.0,2023-05,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",812.35
C010,Sports,118.01,2023-05-20 20:00:49,2023-05-20,19.0,2023-05,2023,Franklin Sports Spin N Putt Golf Game,70.33000000000001
C010,Books,676.75,2023-08-28 11:17:08,2023-08-28,99.0,2023-08,2023,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,545.76
C010,Beauty,199.4,2023-09-05 12:57:16,2023-09-05,8.0,2023-09,2023,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",183.4
C010,Electronics,592.66,2023-11-14 10:22:29,2023-11-14,69.0,2023-11,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),588.67
C010,Home Appliances,92.18,2024-05-11 06:29:14,2024-05-11,178.0,2024-05,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",-100.26999999999998
C010,Sports,392.14,2024-06-20 04:32:20,2024-06-20,39.0,2024-06,2024,Franklin Sports Spin N Putt Golf Game,344.46
C010,Beauty,596.31,2024-08-26 15:26:38,2024-08-26,67.0,2024-08,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",580.31
C011,Clothing,905.83,2023-02-20 23:00:12,2023-02-20,,2023-02,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,881.84
C011,Clothing,129.17,2023-09-19 16:40:41,2023-09-19,210.0,2023-09,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,105.17999999999999
C011,Home Appliances,699.82,2023-10-10 12:04:02,2023-10-10,20.0,2023-10,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",507.37000000000006
C011,Books,13.52,2023-12-14 17:42:05,2023-12-14,65.0,2023-12,2023,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,-117.47000000000001
C011,Electronics,982.18,2024-07-14 19:13:56,2024-07-14,213.0,2024-07,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),978.1899999999999
C011,Toys,694.8,2024-10-22 17:01:58,2024-10-22,99.0,2024-10,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",670.81
C011,Home Appliances,202.43,2024-12-15 05:03:15,2024-12-15,53.0,2024-12,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",9.980000000000018
C012,Books,389.24,2023-01-03 08:53:55,2023-01-03,,2023-01,2023,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,258.25
C012,Sports,94.35,2023-05-01 23:18:52,2023-05-01,118.0,2023-05,2023,Franklin Sports Spin N Putt Golf Game,46.669999999999995
C012,Toys,410.45,2024-02-20 15:49:28,2024-02-20,294.0,2024-02,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",386.46
C012,Home Appliances,89.1,2024-05-27 11:21:27,2024-05-27,96.0,2024-05,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",-103.35
C012,Beauty,503.13,2024-08-03 09:29:31,2024-08-03,67.0,2024-08,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",487.13
C012,Home Appliances,397.93,2024-10-08 11:59:54,2024-10-08,66.0,2024-10,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",205.48000000000002
C012,Electronics,166.67,2024-11-23 02:10:11,2024-11-23,45.0,2024-11,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),162.67999999999998
C012,Electronics,377.19,2024-12-05 04:17:45,2024-12-05,12.0,2024-12,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),373.2
C013,Sports,871.23,2023-01-21 08:30:01,2023-01-21,,2023-01,2023,Franklin Sports Spin N Putt Golf Game,823.5500000000001
C013,Clothing,841.34,2023-06-02 13:07:03,2023-06-02,132.0,2023-06,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,817.35
